"Presentation / Pack Level","VMP / VMPP/ AMP / AMPP","BNF Code","BNF Name","SNOMED Code","DM+D: Product Description","Strength","Unit Of Measure","DM+D: Product and Pack Description","Pack","Sub-pack"
"Presentation","AMP","0603020T0AAACAC","Prednisolone 5mg tablets","32808311000001101","Prednisolone 5mg tablets (Genesis Pharmaceuticals Ltd)",5,,,,
"Pack","AMPP","0603020T0AAACAC","Prednisolone 5mg tablets","32808411000001108","Prednisolone 5mg tablets (Genesis Pharmaceuticals Ltd)",5,"tablet","Prednisolone 5mg (Genesis Pharmaceuticals Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AAACAC","Prednisolone 5mg tablets","38721711000001107","Prednisolone 5mg tablets (NorthStar Healthcare Unlimited Company)",5,,,,
"Pack","AMPP","0603020T0AAACAC","Prednisolone 5mg tablets","38721811000001104","Prednisolone 5mg tablets (NorthStar Healthcare Unlimited Company)",5,"tablet","Prednisolone 5mg (NorthStar Healthcare Unlimited Company) 28 tablets",28,"2 x 14 tablets"
"Presentation","VMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","325442004","Prednisolone 2.5mg gastro-resistant tablets",2.5,,,,
"Pack","VMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","992811000001101","Prednisolone 2.5mg gastro-resistant tablets",2.5,"tablet","Prednisolone 2.5mg gastro-resistant 28 tablets",28,
"Pack","VMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","1125011000001108","Prednisolone 2.5mg gastro-resistant tablets",2.5,"tablet","Prednisolone 2.5mg gastro-resistant 30 tablets",30,
"Pack","VMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","1031911000001103","Prednisolone 2.5mg gastro-resistant tablets",2.5,"tablet","Prednisolone 2.5mg gastro-resistant 100 tablets",100,
"Pack","VMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","4208611000001109","Prednisolone 2.5mg gastro-resistant tablets",2.5,"tablet","Prednisolone 2.5mg gastro-resistant 500 tablets",500,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","858811000001104","Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","1434011000001107","Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (A A H Pharmaceuticals Ltd) 28 tablets",28,"2 x 14 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","15510111000001103","Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (A A H Pharmaceuticals Ltd) 30 tablets",30,"3 x 10 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17291211000001105","Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (A A H Pharmaceuticals Ltd) 100 tablets",100,"10 x 10 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","5057311000001105","Prednisolone 2.5mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (A A H Pharmaceuticals Ltd) 500 tablets",500,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","380011000001100","Prednisolone 2.5mg gastro-resistant tablets (Accord Healthcare Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","1434211000001102","Prednisolone 2.5mg gastro-resistant tablets (Accord Healthcare Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Accord Healthcare Ltd) 28 tablets",28,"2 x 14 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17067711000001102","Prednisolone 2.5mg gastro-resistant tablets (Accord Healthcare Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Accord Healthcare Ltd) 30 tablets",30,"3 x 10 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17067811000001105","Prednisolone 2.5mg gastro-resistant tablets (Accord Healthcare Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Accord Healthcare Ltd) 100 tablets",100,"10 x 10 tablets"
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","685311000001104","Prednisolone 2.5mg gastro-resistant tablets (Kent Pharma (UK) Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","11925311000001108","Prednisolone 2.5mg gastro-resistant tablets (Kent Pharma (UK) Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Kent Pharma (UK) Ltd) 28 tablets",28,"2 x 14 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","1434511000001104","Prednisolone 2.5mg gastro-resistant tablets (Kent Pharma (UK) Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Kent Pharma (UK) Ltd) 100 tablets",100,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","779211000001109","Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","13654211000001106","Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Alliance Healthcare (Distribution) Ltd) 28 tablets",28,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","1435311000001109","Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Alliance Healthcare (Distribution) Ltd) 30 tablets",30,"3 x 10 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","18033011000001108","Prednisolone 2.5mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Alliance Healthcare (Distribution) Ltd) 100 tablets",100,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","4208511000001105","Prednisolone 2.5mg gastro-resistant tablets (Approved Prescription Services Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","4208711000001100","Prednisolone 2.5mg gastro-resistant tablets (Approved Prescription Services Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Approved Prescription Services Ltd) 500 tablets",500,
"Presentation","AMP",,,"13245711000001100","Prednisolone 2.5mg gastro-resistant tablets (Dowelhurst Ltd)",2.5,,,,
"Pack","AMPP",,,"13245811000001108","Prednisolone 2.5mg gastro-resistant tablets (Dowelhurst Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Dowelhurst Ltd) 28 tablets",28,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","15175711000001107","Prednisolone 2.5mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","15175911000001109","Prednisolone 2.5mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Sigma Pharmaceuticals Plc) 28 tablets",28,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17916411000001100","Prednisolone 2.5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17916611000001102","Prednisolone 2.5mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Phoenix Healthcare Distribution Ltd) 30 tablets",30,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17999311000001104","Prednisolone 2.5mg gastro-resistant tablets (Phoenix Labs Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17999511000001105","Prednisolone 2.5mg gastro-resistant tablets (Phoenix Labs Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Phoenix Labs Ltd) 30 tablets",30,"2 x 15 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","17999411000001106","Prednisolone 2.5mg gastro-resistant tablets (Phoenix Labs Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Phoenix Labs Ltd) 100 tablets",100,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","18307011000001109","Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","18307111000001105","Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Teva UK Ltd) 28 tablets",28,"2 x 14 tablets"
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","20593611000001105","Prednisolone 2.5mg gastro-resistant tablets (Teva UK Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Teva UK Ltd) 30 tablets",30,"3 x 10 tablets"
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","19743011000001109","Prednisolone 2.5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","19743111000001105","Prednisolone 2.5mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Almus Pharmaceuticals Ltd) 28 tablets",28,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","22452711000001102","Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","22452811000001105","Prednisolone 2.5mg gastro-resistant tablets (Waymade Healthcare Plc)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Waymade Healthcare Plc) 28 tablets",28,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","30114011000001105","Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","30114111000001106","Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (DE Pharmaceuticals) 28 tablets",28,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","30114211000001100","Prednisolone 2.5mg gastro-resistant tablets (DE Pharmaceuticals)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (DE Pharmaceuticals) 30 tablets",30,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","36568211000001107","Prednisolone 2.5mg gastro-resistant tablets (Bristol Laboratories Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","36568311000001104","Prednisolone 2.5mg gastro-resistant tablets (Bristol Laboratories Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Bristol Laboratories Ltd) 28 tablets",28,"2 x 14 tablets"
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","37130211000001109","Prednisolone 2.5mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","37130311000001101","Prednisolone 2.5mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Mawdsley-Brooks & Company Ltd) 28 tablets",28,
"Presentation","AMP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","39300111000001105","Prednisolone 2.5mg gastro-resistant tablets (Medihealth (Northern) Ltd)",2.5,,,,
"Pack","AMPP","0603020T0AAAFAF","Prednisolone 2.5mg gastro-resistant tablets","39300211000001104","Prednisolone 2.5mg gastro-resistant tablets (Medihealth (Northern) Ltd)",2.5,"tablet","Prednisolone 2.5mg gastro-resistant (Medihealth (Northern) Ltd) 28 tablets",28,
"Presentation","VMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","39722711000001103","Prednisolone 5mg soluble tablets",5,,,,
"Pack","VMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","965911000001100","Prednisolone 5mg soluble tablets",5,"tablet","Prednisolone 5mg soluble 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","245011000001108","Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","1438111000001102","Prednisolone 5mg soluble tablets (A A H Pharmaceuticals Ltd)",5,"tablet","Prednisolone 5mg soluble (A A H Pharmaceuticals Ltd) 30 tablets",30,"3 x 10 tablets"
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","157711000001100","Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","1438211000001108","Prednisolone 5mg soluble tablets (Alliance Healthcare (Distribution) Ltd)",5,"tablet","Prednisolone 5mg soluble (Alliance Healthcare (Distribution) Ltd) 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","392511000001108","Prednisolone 5mg soluble tablets (Advanz Pharma)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","1438311000001100","Prednisolone 5mg soluble tablets (Advanz Pharma)",5,"tablet","Prednisolone 5mg soluble (Advanz Pharma) 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","15172311000001102","Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","15172611000001107","Prednisolone 5mg soluble tablets (Sigma Pharmaceuticals Plc)",5,"tablet","Prednisolone 5mg soluble (Sigma Pharmaceuticals Plc) 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","28937511000001104","Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","28937611000001100","Prednisolone 5mg soluble tablets (Focus Pharmaceuticals Ltd)",5,"tablet","Prednisolone 5mg soluble (Focus Pharmaceuticals Ltd) 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","30114611000001103","Prednisolone 5mg soluble tablets (DE Pharmaceuticals)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","30114711000001107","Prednisolone 5mg soluble tablets (DE Pharmaceuticals)",5,"tablet","Prednisolone 5mg soluble (DE Pharmaceuticals) 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","34035411000001102","Prednisolone 5mg soluble tablets (Accord Healthcare Ltd)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","34035511000001103","Prednisolone 5mg soluble tablets (Accord Healthcare Ltd)",5,"tablet","Prednisolone 5mg soluble (Accord Healthcare Ltd) 30 tablets",30,"3 x 10 tablets"
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","34172711000001106","Prednisolone 5mg soluble tablets (Phoenix Labs Ltd)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","34172911000001108","Prednisolone 5mg soluble tablets (Phoenix Labs Ltd)",5,"tablet","Prednisolone 5mg soluble (Phoenix Labs Ltd) 30 tablets",30,"3 x 10 tablets"
"Presentation","AMP",,,"37727411000001103","Prednisolone 5mg soluble tablets (Pilsco Ltd)",5,,,,
"Pack","AMPP",,,"37727511000001104","Prednisolone 5mg soluble tablets (Pilsco Ltd)",5,"tablet","Prednisolone 5mg soluble (Pilsco Ltd) 30 tablets",30,
"Presentation","AMP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","39179711000001104","Prednisolone 5mg soluble tablets (Medihealth (Northern) Ltd)",5,,,,
"Pack","AMPP","0603020T0AABHBH","Prednisolone 5mg soluble tablets","39179811000001107","Prednisolone 5mg soluble tablets (Medihealth (Northern) Ltd)",5,"tablet","Prednisolone 5mg soluble (Medihealth (Northern) Ltd) 30 tablets",30,
"Presentation","VMP","0603020T0AAARAR","Prednisolone 25mg tablets","325450008","Prednisolone 25mg tablets",25,,,,
"Pack","VMPP","0603020T0AAARAR","Prednisolone 25mg tablets","1009611000001103","Prednisolone 25mg tablets",25,"tablet","Prednisolone 25mg 56 tablets",56,
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","313911000001107","Prednisolone 25mg tablets (Alliance Healthcare (Distribution) Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","2400911000001109","Prednisolone 25mg tablets (Alliance Healthcare (Distribution) Ltd)",25,"tablet","Prednisolone 25mg (Alliance Healthcare (Distribution) Ltd) 56 tablets",56,"4 x 14 tablets"
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","716111000001103","Prednisolone 25mg tablets (A A H Pharmaceuticals Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","2401411000001105","Prednisolone 25mg tablets (A A H Pharmaceuticals Ltd)",25,"tablet","Prednisolone 25mg (A A H Pharmaceuticals Ltd) 56 tablets",56,
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","4852811000001108","Prednisolone 25mg tablets (Zentiva Pharma UK Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","4853011000001106","Prednisolone 25mg tablets (Zentiva Pharma UK Ltd)",25,"tablet","Prednisolone 25mg (Zentiva Pharma UK Ltd) 56 tablets",56,"4 x 14 tablets"
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","17917211000001102","Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","17917411000001103","Prednisolone 25mg tablets (Phoenix Healthcare Distribution Ltd)",25,"tablet","Prednisolone 25mg (Phoenix Healthcare Distribution Ltd) 56 tablets",56,
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","30991311000001108","Prednisolone 25mg tablets (Accord Healthcare Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","30991411000001101","Prednisolone 25mg tablets (Accord Healthcare Ltd)",25,"tablet","Prednisolone 25mg (Accord Healthcare Ltd) 56 tablets",56,
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","37131011000001108","Prednisolone 25mg tablets (Mawdsley-Brooks & Company Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","37131211000001103","Prednisolone 25mg tablets (Mawdsley-Brooks & Company Ltd)",25,"tablet","Prednisolone 25mg (Mawdsley-Brooks & Company Ltd) 56 tablets",56,
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","37778711000001106","Prednisolone 25mg tablets (DE Pharmaceuticals)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","37778811000001103","Prednisolone 25mg tablets (DE Pharmaceuticals)",25,"tablet","Prednisolone 25mg (DE Pharmaceuticals) 56 tablets",56,
"Presentation","AMP","0603020T0AAARAR","Prednisolone 25mg tablets","39180111000001100","Prednisolone 25mg tablets (Medihealth (Northern) Ltd)",25,,,,
"Pack","AMPP","0603020T0AAARAR","Prednisolone 25mg tablets","39180211000001106","Prednisolone 25mg tablets (Medihealth (Northern) Ltd)",25,"tablet","Prednisolone 25mg (Medihealth (Northern) Ltd) 56 tablets",56,
"Presentation","VMP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","38753811000001101","Prednisolone 20mg/application foam enema",20,,,,
"Pack","VMPP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","1073511000001107","Prednisolone 20mg/application foam enema",20,"dose","Prednisolone 20mg/application foam 14 doses",14,
"Presentation","AMP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","19208211000001105","Prednisolone 20mg/application foam enema (Essential Generics Ltd)",20,,,,
"Pack","AMPP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","19208311000001102","Prednisolone 20mg/application foam enema (Essential Generics Ltd)",20,"dose","Prednisolone 20mg/application foam (Essential Generics Ltd) 14 doses",14,
"Presentation","AMP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","19565211000001106","Prednisolone 20mg/application foam enema (Alliance Healthcare (Distribution) Ltd)",20,,,,
"Pack","AMPP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","19565311000001103","Prednisolone 20mg/application foam enema (Alliance Healthcare (Distribution) Ltd)",20,"dose","Prednisolone 20mg/application foam (Alliance Healthcare (Distribution) Ltd) 14 doses",14,
"Presentation","AMP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","20011611000001109","Prednisolone 20mg/application foam enema (A A H Pharmaceuticals Ltd)",20,,,,
"Pack","AMPP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","20011711000001100","Prednisolone 20mg/application foam enema (A A H Pharmaceuticals Ltd)",20,"dose","Prednisolone 20mg/application foam (A A H Pharmaceuticals Ltd) 14 doses",14,
"Presentation","AMP",,,"37692411000001104","Prednisolone 20mg/application foam enema (CST Pharma Ltd)",20,,,,
"Pack","AMPP",,,"37692611000001101","Prednisolone 20mg/application foam enema (CST Pharma Ltd)",20,"dose","Prednisolone 20mg/application foam (CST Pharma Ltd) 14 doses",14,
"Presentation","AMP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","37778111000001105","Prednisolone 20mg/application foam enema (DE Pharmaceuticals)",20,,,,
"Pack","AMPP","0105020D0AAACAC","Prednisolone 20mg/application foam enema","37778211000001104","Prednisolone 20mg/application foam enema (DE Pharmaceuticals)",20,"dose","Prednisolone 20mg/application foam (DE Pharmaceuticals) 14 doses",14,
"Presentation","VMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","317690002","Prednisolone sodium phosphate 5mg suppositories",5,,,,
"Pack","VMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","1293311000001104","Prednisolone sodium phosphate 5mg suppositories",5,"suppository","Prednisolone sodium phosphate 5mg 10 suppositorys",10,
"Pack","VMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","17551711000001100","Prednisolone sodium phosphate 5mg suppositories",5,"suppository","Prednisolone sodium phosphate 5mg 1 suppository",1,
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","17551611000001109","Prednisolone sodium phosphate 5mg suppositories (Special Order)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","17551811000001108","Prednisolone sodium phosphate 5mg suppositories (Special Order)",5,"suppository","Prednisolone sodium phosphate 5mg (Special Order) 1 suppository",1,
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","20589511000001107","Prednisolone sodium phosphate 5mg suppositories (RPH Pharmaceuticals AB)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","20589611000001106","Prednisolone sodium phosphate 5mg suppositories (RPH Pharmaceuticals AB)",5,"suppository","Prednisolone sodium phosphate 5mg (RPH Pharmaceuticals AB) 10 suppositorys",10,"2 x 5 suppositories"
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","21125111000001107","Prednisolone sodium phosphate 5mg suppositories (Alliance Healthcare (Distribution) Ltd)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","21125211000001101","Prednisolone sodium phosphate 5mg suppositories (Alliance Healthcare (Distribution) Ltd)",5,"suppository","Prednisolone sodium phosphate 5mg (Alliance Healthcare (Distribution) Ltd) 10 suppositorys",10,"2 x 5 suppositories"
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","21679011000001106","Prednisolone sodium phosphate 5mg suppositories (A A H Pharmaceuticals Ltd)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","21679111000001107","Prednisolone sodium phosphate 5mg suppositories (A A H Pharmaceuticals Ltd)",5,"suppository","Prednisolone sodium phosphate 5mg (A A H Pharmaceuticals Ltd) 10 suppositorys",10,
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","24028311000001104","Prednisolone sodium phosphate 5mg suppositories (CST Pharma Ltd)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","24028511000001105","Prednisolone sodium phosphate 5mg suppositories (CST Pharma Ltd)",5,"suppository","Prednisolone sodium phosphate 5mg (CST Pharma Ltd) 10 suppositorys",10,
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","38961111000001107","Prednisolone sodium phosphate 5mg suppositories (Imported)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","38961211000001101","Prednisolone sodium phosphate 5mg suppositories (Imported)",5,"suppository","Prednisolone sodium phosphate 5mg (Imported) 10 suppositorys",10,
"Presentation","AMP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","39179911000001102","Prednisolone sodium phosphate 5mg suppositories (Medihealth (Northern) Ltd)",5,,,,
"Pack","AMPP","0105020E0AAAAAA","Prednisolone sodium phosphate 5mg suppositories","39180011000001101","Prednisolone sodium phosphate 5mg suppositories (Medihealth (Northern) Ltd)",5,"suppository","Prednisolone sodium phosphate 5mg (Medihealth (Northern) Ltd) 10 suppositorys",10,
"Presentation","VMP","0107020P0AAADAD","Cinchocaine 1mg / Prednisolone hexanoate 1.3mg suppositories","3441811000001107","Cinchocaine 1mg / Prednisolone hexanoate 1.3mg suppositories",,,,,
"Pack","VMPP","0107020P0AAADAD","Cinchocaine 1mg / Prednisolone hexanoate 1.3mg suppositories","962311000001107","Cinchocaine 1mg / Prednisolone hexanoate 1.3mg suppositories",,"suppository","Cinchocaine 1mg / Prednisolone hexanoate 1.3mg 12 suppositorys",12,
"Presentation","VMP","0107020P0AAACAC","Cinchocaine 0.5% / Prednisolone 0.19% ointment","3335011000001107","Cinchocaine 0.5% / Prednisolone 0.19% ointment",,,,,
